name,addr,gu,dong,위도_user,경도_user
방이1동 자치회관,서울특별시 송파구 위례성대로 16길 22,송파구,방이1동,37.510963,127.1239737
방이2동 자치회관,"서울특별시 송파구 올림픽로34길 5-13, 2층",송파구,방이2동,37.5162865,127.1111665
오륜동 자치회관,서울특별시 송파구 양재대로 1232,송파구,오륜동,37.5154168,127.1342812
오금동 자치회관,서울특별시 송파구 중대로 25길 5,송파구,오금동,37.5029383,127.1280979
송파1동 자치회관,서울특별시 송파구 백제고분로 392,송파구,송파1동,37.5062783,127.1093064
송파2동 자치회관,서울특별시 송파구 송이로 32,송파구,송파2동,37.502334,127.1167223
석촌동 자치회관,서울특별시 송파구 백제고분로 37길 16,송파구,석촌동,37.5035941,127.1036658
삼전동 자치회관,서울특별시 송파구 백제고분로 236,송파구,삼전동,37.502773,127.092549
가락본동 자치회관,서울특별시 송파구 송파대로 28길 39,송파구,가락본동,37.4955123,127.1217696
가락1동 자치회관,서울특별시 송파구 양재대로 925,송파구,가락1동,37.4964644,127.1096646
가락2동 자치회관,서울특별시 송파구 중대로 20길 6,송파구,가락2동,37.4987162,127.1266048
문정1동 자치회관,서울특별시 송파구 동남로 16,송파구,문정1동,37.5025251,127.134396
문정2동 자치회관,서울특별시 송파구 중대로 16,송파구,문정2동,37.4898757,127.1107986
장지동 자치회관,서울특별시 송파구 새말로 19길 6,송파구,장지동,37.4869996,127.1323561
위례동 자치회관,서울특별시 송파구 위례광장로 210,송파구,위례동,37.4811716,127.1439458
잠실본동 자치회관,서울특별시 송파구 백제고분로 15길 9,송파구,잠실본동,37.5061476,127.0843962
잠실2동 자치회관,서울특별시 송파구 올림픽로 159,송파구,잠실2동,37.5119449,127.0885174
잠실3동 자치회관,서울특별시 송파구 잠실로 51-31,송파구,잠실3동,37.5132807,127.0942379
잠실4동 자치회관,서울특별시 송파구 올림픽로 35길 16,송파구,잠실4동,37.5201652,127.1123922
잠실6동 자치회관,서울특별시 송파구 올림픽로 35길 120,송파구,잠실6동,37.5181025,127.1006496
잠실7동 자치회관,서울특별시 송파구 올림픽로 4길 17 상가2층,송파구,잠실7동,37.5088935,127.0768667
강일동 자치회관,서울특별시 강동구 아리수로93길 9-14,강동구,강일동,37.5650525,127.1739113
상일1동 자치회관,서울특별시 강동구 구천면로 633,강동구,상일1동,37.55061250000001,127.1682867
명일1동 자치회관,서울특별시 강동구 양재대로138길 37,강동구,명일1동,37.5497187,127.1459718
명일2동 자치회관,서울특별시 강동구 상암로 260,강동구,명일2동,37.5462869,127.1514332
고덕1동 자치회관,서울특별시 강동구 양재대로156길 123,강동구,고덕1동,37.5572781,127.1515088
고덕2동 자치회관,서울특별시 강동구 아리수로78길 43-12,강동구,고덕2동,37.5605504,127.1643796
암사1동 자치회관,서울특별시 강동구 고덕로24길 49,강동구,암사1동,37.5524052,127.1356376
암사2동 자치회관,서울특별시 강동구 상암로3길 28,강동구,암사2동,37.5517029,127.1272658
암사3동 자치회관,서울특별시 강동구 고덕로 137,강동구,암사3동,37.5549715,127.1408199
천호1동 자치회관,서울특별시 강동구 구천면로42길 59,강동구,천호1동,37.54505,127.1368011
천호2동 자치회관,서울특별시 강동구 올림픽로 698,강동구,천호2동,37.5434572,127.1254475
천호3동 자치회관,서울특별시 강동구 천호대로 1089,강동구,천호3동,37.5366155,127.1333074
성내1동 자치회관,서울특별시 강동구 성내로 13,강동구,성내1동,37.5304786,127.1224546
성내2동 자치회관,서울특별시 강동구 풍성로37가길 62,강동구,성내2동,37.53243459999999,127.1295121
성내3동 자치회관,서울특별시 강동구 강동대로53길 76,강동구,성내3동,37.5260424,127.1328389
길동 자치회관,서울특별시 강동구 양재대로 1442 4층,강동구,길동,37.5345802,127.1391813
둔촌2동 자치회관,서울특별시 강동구 천호대로 186길 7,강동구,둔촌2동,37.53334359999999,127.1419394
