대지위치,건물명,동_세부용도,연면적,호수,위도_user,경도_user
서울특별시 구로구 구로동 103-1,성일오피스텔,제2종근린생활시설 및 오피스텔,2047.06,20,37.4961337,126.8893828
서울특별시 구로구 구로동 103-11,한솔로이젠트,업무시설(오피스텔) 외2,18826.76,266,37.4961284,126.889683
서울특별시 구로구 구로동 103-6,구로 오네뜨 시티,"업무시설(오피스텔),공동주택(아파트-도시형생활주택),근린생활시설",21151.08,253,37.49641450000001,126.8902837
서울특별시 구로구 구로동 103-8,네오팰리스,"업무시설,제2종근린생활시설,다세대주택",2616.87,47,37.49662259999999,126.8903221
서울특별시 구로구 구로동 104-3,그린플러스 구로 해담채3,업무시설(오피스텔-90개호) 및 도시형생활주택(원룸형아파트-66세대),4687.31,90,37.49697810000001,126.8910056
서울특별시 구로구 구로동 104-6,그린플러스 구로 해담채2,"업무시설(오피스텔-81개호),아파트(도시형생활주택:원룸형-54세대)",3643.65,81,37.4971735,126.8913811
서울특별시 구로구 구로동 104-8,비즈트위트 레드,"업무시설(오피스텔-166호),공동주택(도시형생활주택 원룸형-78세대),근린생활시설(3호)",10763.48,166,37.4970876,126.8917201
서울특별시 구로구 구로동 104-9,성호주상복합,"공동주택, 업무시설,제2종근린생활시설",15520.72,26,37.4969001,126.8913738
서울특별시 구로구 구로동 106-0,동도아르떼빌아파트,"공동주택,업무시설",4587.13,11,37.4984453,126.8912865
서울특별시 구로구 구로동 106-10,순영웰라이빌1차,"아파트,근린생활시설,업무시설",20733.83,128,37.4980067,126.891646
서울특별시 구로구 구로동 106-2,대림역포스큐,"업무시설(오피스텔),도시형생활주택(원룸형아파트),제1종근린생활시설",16292.801,295,37.4981728,126.8919851
서울특별시 구로구 구로동 106-4,구로선경오피스텔,"업무시설(오피스텔), 근린생활시설",21266.67,228,37.4977385,126.8923405
서울특별시 구로구 구로동 107-4,비즈트위트 블루,"업무시설(오피스텔,121실),공동주택(도시형생활주택 원룸형,105세대)",7787.77,122,37.4986518,126.8911169
서울특별시 구로구 구로동 109-1,태형팰리스,업무시설(오피스텔)/도시형생활주택(단지형다세대주택)/제1종근린생활시설(소매점),5187.47,37,37.49968,126.8883871
서울특별시 구로구 구로동 109-1,태형팰리스,업무시설(오피스텔)/도시형생활주택(단지형다세대주택)/제1종근린생활시설(소매점),2176.28,34,37.49968,126.8883871
서울특별시 구로구 구로동 110-0,종인아네스트,"업무시설(오피스텔156실),도시형생활주택(원룸형60세대) 및 제1,2종근린생활시설",7889.33,156,37.5019096,126.8884605
서울특별시 구로구 구로동 110-11,늘푸른 아파트,공동주택및근린생활시설,6469.57,24,37.5017407,126.8885848
서울특별시 구로구 구로동 110-4,도림두산베어스타워,"공동주택(아파트), 근린생활시설, 업무시설(오피스텔),운동시설",20235.93,89,37.5010123,126.88964
서울특별시 구로구 구로동 110-5,구로하우비,"근린생활시설,업무시설",17478.96,144,37.5007591,126.8894018
서울특별시 구로구 구로동 110-7,신도림 명남 더블레스,업무시설(오피스텔)/제1종근린생활시설(소매점),3167.56,58,37.50109150000001,126.8891169
서울특별시 구로구 구로동 110-7,신도림 명남 더블레스,업무시설(오피스텔),3125.27,52,37.50109150000001,126.8891169
서울특별시 구로구 구로동 110-8,하나세인스톤1차,오피스텔/아파트(원룸형주택),8043.3329,90,37.5012537,126.8889839
서울특별시 구로구 구로동 1127-22,티타운빌딩,"업무시설(오피스텔), 근린생활시설, 의료시설",20327.27,126,37.4821697,126.8988986
서울특별시 구로구 구로동 1127-25,몽삐에뜨3차,업무시설(오피스텔),1401.06,40,37.4824666,126.8994461
서울특별시 구로구 구로동 1127-38,하나가드리움,업무시설,1537.31,35,37.4823609,126.8994814
서울특별시 구로구 구로동 1129-3,로얄오피스텔,업무시설(오피스텔) 외1,921.82,0,37.4816231,126.8979451
서울특별시 구로구 구로동 1129-35,문성오피스텔,업무시설,840.74,0,37.4802515,126.8967846
서울특별시 구로구 구로동 1129-51,마블힐스,업무시설(오피스텔 및 제2종근린생활시설),652.51,13,37.4795149,126.8960827
서울특별시 구로구 구로동 1130-21,세종오피스텔,업무시설,1991.66,55,37.4812833,126.8983251
서울특별시 구로구 구로동 1130-23,골드마인(Ⅲ)오피스텔,"업무시설,제1종근린생활시설",1650.56,72,37.4809985,126.8986478
서울특별시 구로구 구로동 1131-8,태천대,"업무시설,제1,2종근린생활시설",5346.53,78,37.4804457,126.8989347
서울특별시 구로구 구로동 1132-26,중앙오피스텔,업무시설(오피스텔),1381.58,54,37.4796674,126.897808
서울특별시 구로구 구로동 1132-29,다온쉐르빌,"공동주택(오피스텔,도시형생활주택)",801.91,4,37.4796584,126.8975354
서울특별시 구로구 구로동 1132-57,한나래16차,업무시설(오피스텔)/도시형생활주택(단지형다세대주택),1472.6,15,37.4787973,126.8962065
서울특별시 구로구 구로동 1132-64,현대아트빌,공동주택(다세대주택-12세대) 및 업무시설(오피스텔),632.01,3,37.4800681,126.8973608
서울특별시 구로구 구로동 1272-0,미래타워,"아파트,제1종근린생활시설,업무시설,제2종근린생활시설(일반음식점)",13030.894,52,37.4827057,126.899931
서울특별시 구로구 구로동 180-3,도무스캠프,도시형생활주택(단지형다세대주택)/업무시설(오피스텔),1250.31,20,37.487064,126.8965242
서울특별시 구로구 구로동 182-6,한라빌리언스 오피스텔,업무시설(오피스텔),9773.26,205,37.4864057,126.8975171
서울특별시 구로구 구로동 186-17,하나가드리움,"업무시설, 제1,2종근린생활시설",5598.38,133,37.486424,126.8981707
서울특별시 구로구 구로동 186-7,예성유토피아,"업무시설,오피스텔",6825.01,104,37.4860428,126.8985695
서울특별시 구로구 구로동 186-7,예성유토피아,"업무시설(오피스텔)/제1,2종근린생활시설/운동시설",9354.95,119,37.4860428,126.8985695
서울특별시 구로구 구로동 187-3,예성유토피아,업무시설,7807.39,121,37.4856829,126.8990538
서울특별시 구로구 구로동 187-3,예성유토피아,"업무시설,근린생활시설",9621.96,105,37.4856829,126.8990538
서울특별시 구로구 구로동 187-4,예성유토피아,"업무시설,근린생활시설",5705.52,71,37.4853739,126.8995201
서울특별시 구로구 구로동 26-0,신도림포스빌,"업무시설,제1,2종근린생활시설",63589.97,843,37.5056952,126.8916485
서울특별시 구로구 구로동 3-81,한영선샤인빌리지,도시형생활주택(단지형다세대주택)및업무시설(오피스텔),1051.32,6,37.5048598,126.886719
서울특별시 구로구 구로동 3-81,한영선샤인빌리지,도시형생활주택(단지형다세대주택)및업무시설(오피스텔),969.49,6,37.5048598,126.886719
서울특별시 구로구 구로동 3-81,한영선샤인빌리지,도시형생활주택(단지형다세대주택)및업무시설(오피스텔)및제1종근린생활시설(소매점),1475.65,8,37.5048598,126.886719
서울특별시 구로구 구로동 413-44,코지하우스,"업무시설,근린생활시설",941.02,0,37.4921489,126.8834414
서울특별시 구로구 구로동 414-10,조일뉴타워,"업무시설,근린생활시설, 판매및영업시설",4167.38,43,37.4935276,126.8829697
서울특별시 구로구 구로동 419-1,성강케렌시아,도시형생활주택(단지형다세대주택)/업무시설(오피스텔),1034.35,6,37.4956123,126.8828849
서울특별시 구로구 구로동 419-1,성강케렌시아,도시형생활주택(단지형다세대주택)/업무시설(오피스텔),978.03,6,37.4956123,126.8828849
서울특별시 구로구 구로동 43-1,신도림 로제리움,"오피스텔(120호실),아파트(도시형생활주택,원룸형,66세대),근린생활시설",6355.6,125,37.5034287,126.891447
서울특별시 구로구 구로동 43-10,케이디 타워,"공동주택(도시형생활주택원룸형-75세대),업무시설(오피스텔-99호),근린생활시설",5844.19,100,37.5031104,126.8913752
서울특별시 구로구 구로동 44-2,몽삐에뜨로즈,업무시설(오피스텔-70호),2952.816,70,37.5028767,126.8911119
서울특별시 구로구 구로동 44-2,몽삐에뜨로즈,업무시설(오피스텔-67호),2827.264,67,37.5028767,126.8911119
서울특별시 구로구 구로동 44-8,비즈트위트 오렌지,"업무시설(오피스텔-240호세대),공동주택(도시형생활주택 원룸형-115세대)",10839.2,240,37.5021153,126.8913913
서울특별시 구로구 구로동 46-0,신도림 쌍용플래티넘 노블,"공동주택,업무시설,근린생활시설",44166.64,97,37.5011522,126.8913975
서울특별시 구로구 구로동 46-4,하나세인스톤3차,공동주택,5452.88,80,37.5005583,126.8919806
서울특별시 구로구 구로동 474-1,신동아미래지움오피스텔,업무시설(오피스텔82실),8353.01,82,37.5000108,126.8805952
서울특별시 구로구 구로동 474-20,스위트팰리스오피스텔,"제1종근린생활시설,업무시설",4535.91,97,37.4990499,126.8813011
서울특별시 구로구 구로동 474-21,에버그린,업무시설(오피스텔-20호및도시형생활주택단지형다세대주택-16세대),1772.82,20,37.49832019999999,126.8812836
서울특별시 구로구 구로동 474-21,에버그린,업무시설(오피스텔-30호및도시형생활주택단지형다세대주택-10세대),1729.04,30,37.49832019999999,126.8812836
서울특별시 구로구 구로동 481-6,한별 #5,"공동주택(연립주택-20세대, 오피스텔-3호)",1639.35,3,37.497006,126.8822763
서울특별시 구로구 구로동 494-54,대림오피스텔,업무시설(오피스텔)/제2종근린생활시설,1547.45,27,37.4986781,126.8827668
서울특별시 구로구 구로동 500-12,두올오피스텔,"오피스텔,근린생활시설",674.35,0,37.4997628,126.8829901
서울특별시 구로구 구로동 508-7,신성스카이뷰,"공동주택(다세대주택-16세대)/업무시설(오피스텔-8호)/제1,2종근린생활시설",2531.12,22,37.49780459999999,126.8841762
서울특별시 구로구 구로동 512-2,하이빌골드타워,업무시설(오피스텔-48호)/제1종근린생활시설(4호),4206.04,52,37.4981264,126.8857417
서울특별시 구로구 구로동 512-2,하이빌골드타워,공동주택(다세대주택)/업무시설(오피스텔)/제2종근린생활시설(사무소),1213.66,11,37.4981264,126.8857417
서울특별시 구로구 구로동 567-4,구로에스케이뷰,업무시설(오피스텔),13055.348,92,37.5025475,126.8829485
서울특별시 구로구 구로동 611-26,구로동복합건물OPUS1,"판매시설,업무시설,제2종근린생활시설",50959.81,755,37.5045863,126.8769238
서울특별시 구로구 구로동 642-88,해오름,"도시형생활주택(단지형다세대주택-12세대), 업무시설(오피스텔-12호)",999.69,12,37.4987775,126.8768152
서울특별시 구로구 구로동 642-88,해오름,"도시형생활주택(단지형다세대주택-12세대), 업무시설(오피스텔-6호)",971.77,6,37.4987775,126.8768152
서울특별시 구로구 구로동 650-4,SK허브수,업무시설(오피스텔 520실) 외2,46103.44,568,37.4958807,126.8727228
서울특별시 구로구 구로동 650-4,SK허브수,업무시설(오피스텔 419실) 외1,40654.03,0,37.4958807,126.8727228
서울특별시 구로구 구로동 651-2,퀸즈파크 구일,업무시설(오피스텔)/제1종근린생활시설(소매점),18944.8347,560,37.4966341,126.8720995
서울특별시 구로구 구로동 685-201,구일 투웨니퍼스트 하이앤드,업무시설(주거용 오피스텔 -72호),3606.12,72,37.4936436,126.8728955
서울특별시 구로구 구로동 685-201,구일 투웨니퍼스트 하이앤드,업무시설(주거용 오피스텔 -72호),3605.04,72,37.4936436,126.8728955
서울특별시 구로구 구로동 685-201,구일 투웨니퍼스트 하이앤드,업무시설(주거용 오피스텔 -72호),3604.32,72,37.4936436,126.8728955
서울특별시 구로구 구로동 685-204,근상프리즘팰리스,업무시설(오피스텔),17035.5,122,37.4937609,126.8724834
서울특별시 구로구 구로동 701-16,리츠빌,"도시형생활주택(원룸형다세대주택,28세대),오피스텔(2실)",832.7,2,37.4867249,126.8775335
서울특별시 구로구 구로동 810-0,오피스텔 미래지오,"제2종근린생활시설,업무시설",2489.12,0,37.4851706,126.8995364
서울특별시 구로구 구로동 81-1,스페스큐브,업무시설(오피스텔)/근린생활시설/판매시설,16525.78,232,37.4937961,126.8865336
서울특별시 구로구 구로동 830-0,한영캐슬시티,업무시설(오피스텔-32세대) 및 제1종근린생활시설(5호),2282.18,5,37.4812069,126.8969063
서울특별시 구로구 구로동 830-0,한영캐슬시티,"업무시설(오피스텔-64세대) 및 제1,2종근린생활시설(2호)",2297.47,2,37.4812069,126.8969063
서울특별시 구로구 구로동 97-0,로제리움2차,"오피스텔(131호),아파트(도시형생활주택(원룸형,141세대),근린생활시설(10호)",12013.25,241,37.4960007,126.8910311
서울특별시 구로구 구로동 97-10,우진체리쉬,공동주택(아파트 27세대) 외2,4980.53,29,37.4961269,126.8919652
서울특별시 구로구 구로동 97-4,하나세인스톤2차,"제1,2종근린생활시설,업무시설(오피스텔,119실),공동주택(도시형생활주택,91세대),공동주택(아파트,9세대)",9879.36,125,37.4964754,126.8919212
서울특별시 구로구 구로동 97-8,코원,"도시형생활주택(원룸형),업무시설(오피스텔)",2850.26,70,37.49624379999999,126.8921903
서울특별시 구로구 구로동 97-9,국제빌딩,"오피스텔 및 도시형생활주택(원룸형주택,다세대주택,24세대)",2525.31,51,37.4961853,126.892078
서울특별시 구로구 구로동 98-10,비즈트위트 그린,"업무시설(오피스텔-126실),공동주택(도시형생활주택 -원룸형-84세대)",6421.98,126,37.4953369,126.8904449
서울특별시 구로구 구로동 98-12,파인마루오피스텔,"오피스텔,도시형생활주택(원룸형 아파트)",6504.5,114,37.4952201,126.8902205
서울특별시 구로구 구로동 98-14,마인드에코프라움,도시형생활주택:원룸형/업무시설(오피스텔),3538.69,20,37.4951154,126.8900194
서울특별시 구로구 구로동 98-16,현대오피스텔,"근린생활시설, 업무시설(오피스텔)",3479.76,61,37.4949332,126.8896692
서울특별시 구로구 구로동 98-4,대림역 와이즈플레이스,"공동주택(도시형생활주택-원룸형,96세대),업무시설(오피스텔,198실,제1,2종,근린생활시설,20개호",18547.334,219,37.4955826,126.890344
서울특별시 구로구 구로동 98-8,케어빌,"공동주택(아파트24세대),업무시설",2809.1,8,37.4954827,126.8907251
서울특별시 구로구 궁동 156-13,선우스위트빌라,연립주택,2023.41,0,37.4985867,126.8307414
서울특별시 구로구 신도림동 271-25,신도림삼성쉐르빌 1,업무시설(오피스텔),13319.7,0,37.5143203,126.8813935
서울특별시 구로구 신도림동 271-25,신도림삼성쉐르빌 1,업무시설(오피스텔),5066.79,0,37.5143203,126.8813935
서울특별시 구로구 신도림동 271-25,신도림삼성쉐르빌 1,"업무시설(오피스텔),제2종근린생활시설",13563.97,0,37.5143203,126.8813935
서울특별시 구로구 신도림동 271-41,콜카빌,"업무시설(오피스텔),근린생활시설",7872.88,141,37.5137885,126.8807578
서울특별시 구로구 신도림동 276-27,J 1 오피스텔,"업무시설(오피스텔-13호),제2종근린생활시설(일반음식점)",631.4762,13,37.5135484,126.8804646
서울특별시 구로구 신도림동 276-32,골든애비뉴제1동,업무시설(오피스텔-97호),3981.09,97,37.5133385,126.8807249
서울특별시 구로구 신도림동 337-0,신도림1차푸르지오,업무시설외 6,187744.19,1417,37.5094204,126.8877437
서울특별시 구로구 신도림동 387-3,신도림월드메르디앙오피스텔,"오피스텔,제2종근린생활시설",12038.01,116,37.5096211,126.8820904
서울특별시 구로구 신도림동 412-3,신도림팰러티움,"공동주택(아파트),업무시설(오피스텔),제1,2종근린생활시설",26554.68,78,37.503955,126.881857
서울특별시 구로구 신도림동 413-9,더링크호텔,"숙박시설(관광호텔)문화및집회시설, 근린생활시설",45945.42,142,37.5052545,126.8838636
서울특별시 구로구 신도림동 419-4,크라운빌Ⅱ,"업무시설(오피스텔),아파트(도시형생활주택 원룸형),제2종근린생활시설",48945.66,564,37.5078633,126.8850367
서울특별시 구로구 신도림동 432-1,신도림 에스케이뷰,"오피스텔,제1,2종근린생활시설",19629.28,186,37.5070047,126.8864977
서울특별시 구로구 신도림동 433-24,힐스테이트 신도림역 센트럴,"업무시설(오피스텔-463호), 제1ㆍ2종근린생활시설(53호)",31285.1406,516,37.5071552,126.884604
서울특별시 구로구 신도림동 435-10,신도림3차푸르지오,"아파트(118세대),오피스텔(36호),제1,2종근린생활시설",25618.29,66,37.5068429,126.8840869
서울특별시 구로구 신도림동 436-10,신도림 비바힐스,"업무시설(오피스텔-106호),문화및집회시설(공연장),제2종근린생활시설(일반음식점)",6377.21,114,37.5069671,126.8836048
서울특별시 구로구 신도림동 436-7,신도림 큐브스테이트,"업무시설(오피스텔)/공동주택(다세대주택)/제1,2종근린생활시설",5586.03,96,37.5064373,126.8837649
서울특별시 구로구 오류동 10-11,마크포레스트,"업무시설(오피스텔,제2근린생활시설)",4882.89,112,37.495437,126.8415104
서울특별시 구로구 오류동 11-2,해츠빌,제1종근린생활시설/다세대주택-8세대/업무시설(오피스텔-6호),1259.03,7,37.4957698,126.8415478
서울특별시 구로구 오류동 11-3,그랑프리,"업무시설(오피스텔19실), 도시형생할주택(원룸형아파트29세대), 제2종근린생활시설",1788.13,19,37.49589230000001,126.8419423
서울특별시 구로구 오류동 31-121,오류동 청년주택,업무시설(오피스텔-88호),4626.4,88,37.4971822,126.8449172
서울특별시 구로구 오류동 31-280,구로예미지어반코어,"업무시설(오피스텔-188호),근린생활시설(17호),",17967.2544,205,37.4976919,126.8463496
서울특별시 구로구 오류동 33-1,예성라온팰리스,업무시설(오피스텔),16992.77,85,37.4970824,126.8469011
서울특별시 구로구 오류동 33-33,예성 라온팰리스,"오피스텔,제1,2종근린생활시설,운동시설",15744.34,127,37.4973702,126.8473731
서울특별시 구로구 오류동 33-33,예성 라온팰리스,"오피스텔,근린생활시설",15159.12,130,37.4973702,126.8473731
서울특별시 구로구 오류동 33-40,칸타빌레 9차,"업무시설(오피스텔-211호,근린생활시설)",7380.4,212,37.4970799,126.8466151
서울특별시 구로구 오류동 34-13,현대 썬앤빌 구로,"도시형생활주택(원룸형아파트) 및 업무시설(오피스텔), 제2종근린생활시설, 노유자시설(아동관련시설)",8373.861,125,37.4970385,126.8447236
서울특별시 구로구 오류동 34-14,서연팰리스,업무시설(오피스텔),1595.87,36,37.4969605,126.8445398
서울특별시 구로구 오류동 359-0,"숲에리움, 오류1동주민센터",도시형생활주택(원룸형)/업무시설(오피스텔)/업무시설(자치단체청사)/노유자시설(사회복지시설)/근린생활시설,10327.76,102,37.4970232,126.8451338
서울특별시 구로구 오류동 46-1,이좋은집,업무시설(오피스텔 434실) 외2,38809.73,442,37.4948279,126.842025
서울특별시 구로구 오류동 46-2,아크로펠리스,업무시설,15131.68,401,37.494587,126.8419507
서울특별시 구로구 오류동 47-31,칸타빌레,"업무시설(오피스텔,62실),도시형생활주택(원룸형다세대주택,18세애),제1종근린생활시설(소매점)",3533.71,0,37.4946262,126.8413336
서울특별시 구로구 오류동 48-2,칸타빌레 8차,업무시설(오피스텔-360호),10620.0,360,37.4952119,126.8431775
서울특별시 구로구 오류동 51-31,포스시티,"공동주택,업무시설,근린생활시설",9671.73,197,37.4954172,126.843374
서울특별시 구로구 오류동 55-16,프리가,"업무시설(오피스텔,143실) 및 도시형생활주택(원룸형연립주택,44세대)",5710.2,0,37.4958699,126.8450654
서울특별시 구로구 오류동 55-19,아델리아,업무시설(오피스텔)/제2종근린생활시설(일반음식점),6489.3,178,37.4956521,126.8443509
서울특별시 구로구 오류동 55-5,칸타빌레 6차,업무시설(오피스텔)/도시형생활주택(단지형연립주택),6835.68,143,37.4959912,126.845321
서울특별시 구로구 오류동 58-1,원타워3차,"업무시설(오피스텔-128), 도시형생활주택(24세대), 제1종근린생활시설(소매점)",4800.82,129,37.4963921,126.8454138
서울특별시 구로구 오류동 59-20,칸타빌레5차,"업무시설(오피스텔)/제1종근린생활시설(의원,소매점)",11887.48,282,37.4966433,126.8457644
서울특별시 구로구 오류동 59-46,예일아트빌,"도시형생활주택(다세대주택-16세대),업무시설(오피스텔-8호)",1163.04,8,37.4965107,126.8464258
서울특별시 구로구 오류동 59-49,몽삐에뜨8차,업무시설(오피스텔),2512.66,60,37.4965121,126.8462445
서울특별시 구로구 오류동 59-58,중앙오피스텔,오피스텔(업무시설),960.43,33,37.4963398,126.8464123
서울특별시 구로구 오류동 6-109,프라임캐슬,업무시설(오피스텔)/제2종근린생활시설(사무소),1786.33,26,37.4950677,126.8400431
서울특별시 구로구 오류동 6-16,글로리로뎀큐,"업무시설(오피스텔-44호),제1,2종근린생활시설(의원-6호, 학원-12호)",1665.44,62,37.4951789,126.8403369
서울특별시 구로구 오류동 6-59,락스테이,업무시설(오피스텔-66호),3632.442,66,37.4950161,126.839878
서울특별시 구로구 오류동 6-63,루체비스타,"도시형생활주택(원룸형아파트)/업무시설(오피스텔)/제1종근린생활시설(소매점, 의원)",2816.25,17,37.4952275,126.8405592
서울특별시 구로구 오류동 68-6,다숲,"공동주택(다세대주택-12세대) 및 업무시설(오피스텔-16호), 제1종근린생활시설(소매점-4호)",3188.41,20,37.4928491,126.841851
서울특별시 구로구 오류동 73-6,삼백리치빌,"업무시설,오피스텔",6320.22,63,37.4929563,126.8408058
서울특별시 구로구 오류동 75-2,오류동역솔리스타,"아파트(도시형생활주택),업무시설(오피스텔),근린생활시설",5221.48,40,37.4939971,126.8407953
서울특별시 구로구 오류동 76-2,해츠빌,업무시설(오피스텔-40호) 및 제2종근린생활시설(사무소),2994.57,42,37.4940113,126.8405164
서울특별시 구로구 오류동 9-123,채움ENC,"공동주택(도시형생활주택-13세대),업무시설(오피스텔-4호),근린생활시설",1623.83,4,37.4960101,126.8406999
서울특별시 구로구 오류동 9-123,채움ENC,"공동주택(도시형생활주택-13세대),업무시설(오피스텔-4호)",1033.0,4,37.4960101,126.8406999
서울특별시 구로구 오류동 9-231,오류동 삼전솔하임,"업무시설(오피스텔),도시형생활주택(원룸형),근린생활시설",26023.729,230,37.4955728,126.8417612
서울특별시 구로구 오류동 9-35,예성타워,업무시설(오피스텔),1471845.0,30,37.495566,126.841156
서울특별시 구로구 오류동 9-9,힐파빌리온,업무시설(오피스텔),1258.15,39,37.4956567,126.8412867
서울특별시 구로구 천왕동 277-6,더메종277,"업무시설(오피스텔), 제2종근린생활시설(일반음식점)",2079.18,52,37.4814009,126.8388174
서울특별시 구로구 천왕동 277-7,쿠앤하우스,"업무시설(오피스텔) , 근린생활시설",3975.29,59,37.48129470000001,126.8389427
서울특별시 구로구 천왕동 279-4,네이처힐,"업무시설(오피스텔),제1,2종근린생활시설",4336.75,66,37.4859611,126.8388413
서울특별시 구로구 천왕동 280-12,새롬스타빌,"제1,2종근린생활시설 및 업무시설(오피스텔-78호)",9085.685,78,37.4808353,126.8398192
서울특별시 구로구 천왕동 282-2,랑데르,"1.2종 근린생활시설,오피스텔",8543.45,112,37.4865817,126.8382229
서울특별시 금천구 가산동 139-3,램킨푸르지오시티,"업무시설(오피스텔),근린생활시설",12032.64,277,37.4796817,126.8883241
서울특별시 금천구 가산동 139-8,에스키스 가산,오피스텔,6681.02,0,37.4795072,126.8887479
서울특별시 금천구 가산동 140-15,세림프라미스,"업무시설,제2종근린생활시설",1772.77,55,37.4782651,126.8901331
서울특별시 금천구 가산동 140-17,한강,업무시설(오피스텔),1577.68,40,37.4784163,126.8901816
서울특별시 금천구 가산동 140-20,라온복합건물,"업무시설(오피스텔,사무소),공동주택(다세대주택)",1999.35,42,37.4784557,126.8899821
서울특별시 금천구 가산동 140-23,몽삐에뜨6차,"업무시설,제2종근린생활시설",1999.1,50,37.4786475,126.8898843
서울특별시 금천구 가산동 140-31,지밸리마인드3차,오피스텔,3342.91,101,37.478427,126.8892608
서울특별시 금천구 가산동 140-36,비즈트위트 바이올렛 5차,"도시형생활주택,오피스텔,근린생활시설",15788.12,247,37.4781288,126.889809
서울특별시 금천구 가산동 140-76,비엔더포레,"업무시설, 공동주택, 근린생활시설",1958.88,32,37.4787474,126.889797
서울특별시 금천구 가산동 140-9,가산지웰에스테이트,"아파트(도시형생활주택),오피스텔,근린생활시설",4992.92,50,37.4783844,126.8904976
서울특별시 금천구 가산동 141-2,가산 양우 내안애 애플,도시형생활주택.오피스텔,8114.23,95,37.478891,126.8911529
서울특별시 금천구 가산동 142-13,이호드림파크,"다세대주택,오피스텔",1539.28,12,37.4787085,126.892068
서울특별시 금천구 가산동 142-17,스마트캐슬,공동주택 및 업무시설,1475.54,12,37.4785606,126.8916615
서울특별시 금천구 가산동 142-20,벨리지움,업무시설,1641.66,25,37.4786603,126.891457
서울특별시 금천구 가산동 142-33,로뎀아트빌,"공동주택,업무시설,근린생활시설",745.22,6,37.4780112,126.8919808
서울특별시 금천구 가산동 142-59,리베라움,"제2종근린생활시설,오피스텔,도시형생활주택",1489.99,16,37.4785845,126.8924982
서울특별시 금천구 가산동 142-6,미라벨,"공동주택,업무시설",1093.44,12,37.4784842,126.892272
서울특별시 금천구 가산동 142-6,미라벨,"공동주택,업무시설",906.03,8,37.4784842,126.892272
서울특별시 금천구 가산동 142-62,이호드림파크,"다세대주택,오피스텔",1683.57,12,37.47867400000001,126.8922466
서울특별시 금천구 가산동 143-20,가산피어니빌,"공동주택, 근린생활시설, 업무시설",3395.4774,17,37.4772569,126.8903294
서울특별시 금천구 가산동 143-3,하이펠리스,"오피스텔, 아파트, 근린생활시설",3816.17,36,37.4779007,126.8909083
서울특별시 금천구 가산동 143-49,쏠시티 가산,"업무시설,근린생활시설,공동주택",4193.97,98,37.4779545,126.8907225
서울특별시 금천구 가산동 143-6,가산 지웰 에스테이트 2차,"아파트(도시형생활주택),업무시설,제1종근린생활시설",11796.36,98,37.4774561,126.8909467
서울특별시 금천구 가산동 144-5,G밸리 노블루체 스위트,업무시설(오피스텔),2008.59,52,37.4766269,126.8909939
서울특별시 금천구 가산동 144-5,G밸리 노블루체 스위트,"업무시설(오피스텔),제1,2종근린생활시설",2236.27,56,37.4766269,126.8909939
서울특별시 금천구 가산동 144-5,G밸리 노블루체 스위트,"업무시설,제1,2종근린생활시설",2286.04,57,37.4766269,126.8909939
서울특별시 금천구 가산동 144-5,G밸리 노블루체 스위트,업무시설,2436.78,52,37.4766269,126.8909939
서울특별시 금천구 가산동 147-27,레이크타운,"공동주택(도시형생활주택,오피스텔)",597.46,4,37.477766,126.8949194
서울특별시 금천구 가산동 147-32,에스앰캐슬,업무시설,1440.45,27,37.4770061,126.8950313
서울특별시 금천구 가산동 147-33,라비앙 케슬,"다세대,업무시설-오피스텔",1397.62,16,37.4770101,126.894775
서울특별시 금천구 가산동 147-50,킹-캐슬,업무시설(오피스텔-주거용),1032.32,24,37.4774456,126.89566
서울특별시 금천구 가산동 147-6,아이캐슬,"공동주택,업무시설",840.17,8,37.477328,126.8960086
서울특별시 금천구 가산동 149-21,DS빌,"공동주택, 업무시설, 근린생활시설",658.23,5,37.4754065,126.8943709
서울특별시 금천구 가산동 149-38,영풍타운,"공동주택, 업무시설",752.07,6,37.4755815,126.8947216
서울특별시 금천구 가산동 149-38,영풍타운,"공동주택, 업무시설",568.54,6,37.4755815,126.8947216
서울특별시 금천구 가산동 153-7,대명 U타운,"업무시설,근린생활시설",3710.47,107,37.4738939,126.8942581
서울특별시 금천구 가산동 153-9,해찬행복드림,"아파트,제1종근린생활시설,업무시설",4367.87,32,37.4737807,126.8940311
서울특별시 금천구 가산동 233-5,가산센트럴 푸르지오시티,"업무시설(오피스텔),제2종근린생활시설",59937.49,1491,37.4754638,126.8908877
서울특별시 금천구 가산동 234-2,금강노블레스,업무시설,2004.32,48,37.4733368,126.8935386
서울특별시 금천구 가산동 234-2,금강노블레스,업무시설,2271.2,48,37.4733368,126.8935386
서울특별시 금천구 가산동 234-41,가산더블레스,"업무시설(오피스텔),제1종근린생활시설",2903.93,80,37.4734341,126.8938643
서울특별시 금천구 가산동 235-12,신현빌B동,업무시설(오피스텔),1387.98,28,37.4732086,126.8917396
서울특별시 금천구 가산동 235-15,세교 예지안 9차,업무시설(오피스텔),963.489,24,37.4730283,126.8918399
서울특별시 금천구 가산동 235-46,세교예지안10차,"오피스텔,도시형생활주택",1341.05,16,37.4724687,126.891728
서울특별시 금천구 가산동 235-48,대동파크빌,"업무시설(오피스텔),공동주택(단지형다세대)",1367.82,16,37.4724757,126.8915678
