대지위치,건물명,동_세부용도,연면적,호수,위도_user,경도_user
서울특별시 영등포구 영등포동2가 94-154,여의도 디앤써밋,업무시설 및 도시형생활주택,3771.1538,65,37.5207711,126.9121695
서울특별시 영등포구 영등포동2가 94-154,여의도 디앤써밋,업무시설 및 도시형생활주택,3907.7526,90,37.5207711,126.9121695
서울특별시 영등포구 영등포동2가 94-204,한가람 더원 301동,오피스텔,2304.6373,21,37.5224686,126.9103417
서울특별시 영등포구 영등포동2가 94-212,명화오피스텔,공동주택,2899.0,17,37.5212499,126.9111847
서울특별시 영등포구 영등포동2가 94-256,.,"도시형생활주택,오피스텔",1665.47,19,37.5225789,126.9099528
서울특별시 영등포구 영등포동2가 94-307,리치팰리스,오피스텔,1887.03,56,37.5212495,126.9117708
서울특별시 영등포구 영등포동2가 94-314,두리하임,공동주택 및 업무시설,1110.55,12,37.5223817,126.9107638
서울특별시 영등포구 영등포동2가 94-319,와이에이치빌리지,오피스텔/다세대주택,1712.27,54,37.5209692,126.9119686
서울특별시 영등포구 영등포동3가 16-1,제이캐슬,"오피스텔,근린생활시설",4575.89,102,37.5188726,126.9071635
서울특별시 영등포구 영등포동3가 16-3,산타모니카,"업무시설, 근린생활시설",3245.07,66,37.5187508,126.9076018
서울특별시 영등포구 영등포동3가 17-0,다솔 메트로시티,업무시설및근린생활시설,2160.62,40,37.5186552,126.9069524
서울특별시 영등포구 영등포동3가 17-3,더-위일 신세계,업무시설,4844.5,141,37.5185497,126.90741
서울특별시 영등포구 영등포동3가 1-9,소담더블린,"업무시설, 제1종근린생활시설",5763.6366,169,37.5185306,126.9106725
서울특별시 영등포구 영등포동3가 20-0,WD스퀘어,업무시설,7098.56,210,37.5174719,126.9072893
서울특별시 영등포구 영등포동3가 24-6,여의시티파크 A동,"업무시설,다세대주택",1995.84,29,37.5183087,126.9081539
서울특별시 영등포구 영등포동3가 26-0,더베슬,업무시설,2035.99,36,37.5181981,126.9078613
서울특별시 영등포구 영등포동3가 27-0,여의시티파크 B동,"오피스텔,다세대주택",1982.76,29,37.5181859,126.9080747
서울특별시 영등포구 영등포동3가 3-3,로프트시티,업무시설,7555.12,193,37.5189816,126.9085019
서울특별시 영등포구 영등포동3가 4-1,여의도 포레스트 시티,"업무시설(오피스텔),근린생활시설",7056.786,149,37.5192546,126.9072045
서울특별시 영등포구 영등포동3가 5-8,제이디에스,업무시설(오피스텔) 및 사무소,2174.11,57,37.5192321,126.9063386
서울특별시 영등포구 영등포동3가 7-0,영등포 점프밀라노,"판매시설,업무시설,근린생활시설",34466.717,1191,37.5190785,126.9055509
서울특별시 영등포구 영등포동3가 9-13,에쉐르아이 시네마 쇼핑몰,판매및영업시설,29025.36,1065,37.5176361,126.9065046
서울특별시 영등포구 영등포동4가 103-0,영등포 대성 그랑그루,"공동주택(도시형생활주택),오피스텔,근린생활시설",6313.34,80,37.5184916,126.9032346
서울특별시 영등포구 영등포동4가 117-1,디타워,업무시설 및도시형생활주택 등,1366.81,29,37.5189776,126.9028082
서울특별시 영등포구 영등포동4가 117-2,브라운시티,도시형생활주택-원룸형주택,709.33,6,37.5188657,126.9026263
서울특별시 영등포구 영등포동4가 117-5,지울빌딩,"공동주택(다세대주택), 업무시설(오피스텔)",934.82,11,37.5190263,126.9025993
서울특별시 영등포구 영등포동4가 117-7,스퀘어뷰,공동주택 및 업무시설,1207.27,18,37.5188767,126.9024987
서울특별시 영등포구 영등포동4가 147-5,글로벌엠제이,"오피스텔,도시형생활주택(단지형다세대), 제2종근린생활시설(사무소)",1572.37,17,37.5199297,126.9026597
서울특별시 영등포구 영등포동4가 443-0,영등포 센트럴 푸르지오 시티,"업무시설(오피스텔),제1,2종근린생활시설",31807.12,518,37.5179756,126.9019541
서울특별시 영등포구 영등포동4가 55-0,HIGHEND 63st,업무시설(오피스텔),13167.91,192,37.5183444,126.9052812
서울특별시 영등포구 영등포동5가 75-0,더봄,업무시설(오피스텔),2192.03,42,37.5218975,126.9069135
서울특별시 영등포구 영등포동5가 78-0,트리베카,오피스텔 및 다세대주택,2725.72,35,37.5218932,126.9064859
서울특별시 영등포구 영등포동5가 78-0,트리베카,오피스텔 및 다세대주택,1093.94,14,37.5218932,126.9064859
서울특별시 영등포구 영등포동5가 82-1,리첸스타,"오피스텔/다세대주택/근린생활시설(소매점,사무실)",3926.49,93,37.5218473,126.9057524
서울특별시 영등포구 영등포동5가 88-0,휴젠느,업무시설,1875.92,24,37.5217045,126.9060956
서울특별시 영등포구 영등포동5가 88-0,휴젠느,업무시설,3793.17,40,37.5217045,126.9060956
서울특별시 영등포구 영등포동6가 100-0,리저브오피스텔,업무시설(오피스텔),904.0,32,37.5210837,126.9023867
서울특별시 영등포구 영등포동6가 121-10,신현빌6차,오피스텔,1499.68,24,37.5215735,126.9018741
서울특별시 영등포구 영등포동6가 121-17,골든빌,공동주택,485.1,2,37.5215008,126.902541
서울특별시 영등포구 영등포동6가 121-6,현대하이츠,"업무시설(오피스텔), 공동주택(다세대주택)",1185.34,12,37.5215366,126.9022601
서울특별시 영등포구 영등포동6가 127-1,썬샤인,공동주택,704.02,4,37.5220278,126.9027222
서울특별시 영등포구 영등포동6가 127-11,케이디타워,오피스텔및도시형생활주택,1338.75,20,37.5219653,126.902351
서울특별시 영등포구 영등포동6가 127-6,썬샤인,"다세대주택,오피스텔",514.2,4,37.521906,126.9026341
서울특별시 영등포구 영등포동6가 129-0,영라이프,다세대주택및오피스텔,598.06,3,37.5221613,126.9025781
서울특별시 영등포구 영등포동6가 22-1,부자빌딩,업무시설및다세대주택,3017.67,86,37.5224545,126.9047262
서울특별시 영등포구 영등포동6가 30-5,케이디하우스,오피스텔 및 도시형생활주택(원룸형),695.63,3,37.5225026,126.903856
서울특별시 영등포구 영등포동6가 3-2,양우화인텔,"근린생활시설, 업무시설",6725.95,103,37.5209135,126.9043426
서울특별시 영등포구 영등포동6가 42-0,에이클래스,"공동주택,업무시설",799.43,4,37.5221812,126.9033664
서울특별시 영등포구 영등포동6가 47-1,썬샤인,공동주택,508.76,4,37.5221065,126.9035214
서울특별시 영등포구 영등포동6가 49-16,엠케이더유앤미,공동주택(다세대주택),409.1,4,37.5218858,126.9033605
서울특별시 영등포구 영등포동6가 66-11,유경오피스텔,오피스텔,4078.78,78,37.52095620000001,126.9036136
서울특별시 영등포구 영등포동6가 67-1,윤성타워텔,업무시설 및 근린생활시설,2838.66,35,37.5210706,126.9032899
서울특별시 영등포구 영등포동6가 92-0,더하우스,"오피스텔, 다세대주택",609.83,4,37.5209053,126.9018016
서울특별시 영등포구 영등포동6가 96-1,골드트리시티,도시형생활주택(단지형다세대주택),574.97,4,37.521114,126.9018245
서울특별시 영등포구 영등포동6가 96-6,퀸즈하우스,"다세대주택,오피스텔",556.97,4,37.5211712,126.9016945
서울특별시 영등포구 영등포동6가 97-0,골든빌,공동주택,821.04,6,37.521096,126.9019412
서울특별시 영등포구 영등포동7가 104-5,여의도 웨스턴 힐 오피스텔,"업무시설(오피스텔),근린생활시설",3423.514,119,37.5250243,126.9069414
서울특별시 영등포구 영등포동7가 106-0,하우스퀘어,"오피스텔, 다세대주택",2008.24,27,37.5247563,126.9071532
서울특별시 영등포구 영등포동7가 208-0,포레나 영등포 센트럴,"업무시설(사무소,오피스텔)",11984.0539,231,37.5233829,126.9056134
서울특별시 영등포구 영등포동7가 29-112,한가람 더원 103동,업무시설(오피스텔),1922.76,54,37.5246946,126.9081211
서울특별시 영등포구 영등포동7가 29-124,글로벌엠제이7,"오피스텔, 도시형생활주택",1097.1,19,37.5236366,126.908591
서울특별시 영등포구 영등포동7가 29-126,포레비떼,업무시설(오피스텔),3179.0,79,37.523484,126.9087802
서울특별시 영등포구 영등포동7가 29-130,근상프리즘아파트,"아파트,오피스텔",3413.44,0,37.5232286,126.9089656
서울특별시 영등포구 영등포동7가 29-135,아크로L팰리스,업무시설(오피스텔),925.1,40,37.5235634,126.9086453
서울특별시 영등포구 영등포동7가 29-33,라비엘,"업무시설,공동주택",1547.38,29,37.5249094,126.908034
서울특별시 영등포구 영등포동7가 29-42,여의도써밋,오피스텔 및 다세대주택,2160.44,56,37.523896,126.9084062
서울특별시 영등포구 영등포동7가 29-45,한강시티뷰,공동주택 및 오피스텔,860.58,8,37.52375010000001,126.9089014
서울특별시 영등포구 영등포동7가 29-53,여의도시티뷰,"업무시설(오피스텔),공동주택(다세대주택)",1502.67,12,37.52314670000001,126.9092586
서울특별시 영등포구 영등포동7가 29-7,동원크로루체,"업무시설, 다세대주택",1372.93,16,37.5256587,126.9074856
서울특별시 영등포구 영등포동7가 80-1,골든빌,"공동주택,업무시설,근린생활시설",604.27,5,37.5248816,126.9063829
서울특별시 영등포구 영등포동7가 83-1,어써밋,"업무시설,다가구주택",775.85,16,37.5249462,126.9065769
서울특별시 영등포구 영등포동7가 91-2,블리스 다임빌,오피스텔 및 공동주택,2002.75,28,37.524986,126.9071826
서울특별시 영등포구 영등포동7가 94-101,한가람 더원 201동,업무시설,4943.462,138,37.523782,126.9101304
서울특별시 영등포구 영등포동7가 94-13,골든힐,"업무시설, 공동주택",1497.49,18,37.52457570000001,126.9086789
서울특별시 영등포구 영등포동7가 94-183,메이슨리치,업무시설,2511.25,41,37.5239274,126.9093197
서울특별시 영등포구 영등포동7가 94-184,금강하우징,오피스텔및다세대주택(도시형),1710.69,24,37.5240829,126.9092115
서울특별시 영등포구 영등포동7가 94-187,청호오피스텔,업무시설(오피스텔),1267.17,37,37.5239862,126.9090037
서울특별시 영등포구 영등포동7가 94-189,토방트윈빌(A),업무시설,1492.93,40,37.5237149,126.9091948
서울특별시 영등포구 영등포동7가 94-190,토방트윈빌(B),업무시설,1482.25,40,37.5235784,126.9092906
서울특별시 영등포구 영등포동7가 94-218,위더스하임 ll,업무시설 및 공동주택,1515.18,20,37.52435810000001,126.9093922
서울특별시 영등포구 영등포동7가 94-297,넥스빌Ⅱ,업무시설,846.87,28,37.5241245,126.9083867
서울특별시 영등포구 영등포동7가 94-298,리첸스타 오피스텔,업무시설,1314.37,29,37.5240613,126.9082379
서울특별시 영등포구 영등포동7가 94-299,아크로조인,오피스텔,3300.2,30,37.5243558,126.9080512
서울특별시 영등포구 영등포동7가 94-328,한가람 더원,업무시설(오피스텔),3133.33,55,37.5244553,126.9084691
서울특별시 영등포구 영등포동7가 94-328,한가람 더원,업무시설(오피스텔),3137.18,60,37.5244553,126.9084691
서울특별시 영등포구 영등포동7가 94-329,넥스빌1,업무시설(오피스텔),1320.642,40,37.5242101,126.9085246
서울특별시 영등포구 영등포동7가 94-330,여의도 웰시티,업무시설,1573.31,38,37.5242793,126.9086851
서울특별시 영등포구 영등포동7가 94-356,넥스빌Ⅲ,"업무시설(오피스텔),근린생활시설",1581.76,51,37.524374,126.9088315
서울특별시 영등포구 영등포동7가 94-369,위너스하임,"업무시설(오피스텔),공동주택(다세대주택)",1370.96,18,37.5244272,126.9090081
서울특별시 영등포구 영등포동7가 94-50,미진오피스텔,"오피스텔,근린생활시설",5314.0,97,37.5259302,126.9087081
서울특별시 영등포구 영등포동7가 94-52,루브르씨티,"업무시설,연립주택",4384.65,80,37.5255346,126.9089353
서울특별시 영등포구 영등포동7가 94-57,은석오피스텔,업무시설(오피스텔),3322.7,0,37.5256138,126.9085969
서울특별시 영등포구 영등포동7가 94-61,여의리버파크,"업무시설(오피스텔),다세대주택",2518.38,29,37.5257713,126.9081808
서울특별시 영등포구 영등포동7가 94-62,더 퍼스트,"업무시설(오피스텔),공동주택(다세대주택)",1571.2827,25,37.5256852,126.9079874
서울특별시 영등포구 영등포동7가 94-64,영등포 리버텔,업무시설,7277.32,129,37.5251892,126.9107978
서울특별시 영등포구 영등포동7가 94-99,휴젠느,업무시설 및 공동주택,11092.74,84,37.5241602,126.9098694
서울특별시 영등포구 영등포동8가 31-4,디.하우재,다세대주택 및 오피스텔,745.47,3,37.5262453,126.9037955
서울특별시 영등포구 영등포동8가 35-1,리마크빌 영등포,업무시설,52855.83,783,37.5267486,126.9050364
서울특별시 영등포구 영등포동8가 42-1,한양아이클래스 오피스텔,업무시설(오피스텔),7871.76,149,37.5274657,126.9040017
서울특별시 영등포구 영등포동8가 45-5,레시오 오피스텔,오피스텔,2571.47,54,37.5265461,126.9058117
서울특별시 영등포구 영등포동8가 45-8,리안펠리체,"오피스텔,도시형생활주택(원룸형다세대)",2333.03,55,37.5264472,126.9060464
서울특별시 영등포구 영등포동8가 47-1,프로방스,업무시설(오피스텔),1430.44,25,37.526929,126.9063557
서울특별시 영등포구 영등포동8가 48-2,더로드2,"오피스텔,다세대주택",1810.37,45,37.5271336,126.9062772
서울특별시 영등포구 영등포동8가 51-1,메이준,"공동주택(도시형생활주택),업무시설(오피스텔),제1종근린생활시설",4969.9,107,37.5269439,126.905889
서울특별시 영등포구 영등포동8가 59-2,신현빌,업무시설,2493.857,65,37.52816079999999,126.9060386
서울특별시 영등포구 영등포동8가 65-1,엠캐슬150,업무시설,3357.17,113,37.5281179,126.9054157
서울특별시 영등포구 영등포동8가 75-4,모던빌,업무시설,693.12,9,37.5285231,126.9062074
서울특별시 영등포구 영등포동8가 86-0,당산역 리버리치 오피스텔,업무시설,12331.58,173,37.5315064,126.9054182
서울특별시 용산구 갈월동 53-19,그린빌파크,업무시설외1,2694.61,3,37.5455178,126.9739188
서울특별시 용산구 동자동 45-0,센트레빌아스테리움서울,업무시설(오피스텔),30482.75,78,37.551671,126.9732103
서울특별시 용산구 동자동 56-0,트윈시티 남산,업무시설,91298.84,567,37.5508614,126.9727844
서울특별시 용산구 문배동 10-3,용산 리브,오피스텔,6231.28,56,37.5375549,126.9705169
서울특별시 용산구 문배동 11-10,용산KCC웰츠타워,"공동주택(아파트),업무시설(오피스텔),판매시설",59489.16,197,37.5377774,126.9688139
서울특별시 용산구 문배동 11-14,이안 용산1차,"공동주택(아파트),오피스텔",22683.69,0,37.5374922,126.9696582
서울특별시 용산구 문배동 11-29,이안 용산1차,"공동주택(아파트),오피스텔",19793.84,0,37.5378835,126.9703955
서울특별시 용산구 문배동 11-34,G&P 용산파크,"아파트, 오피스텔",2699.81,15,37.5377976,126.9694429
서울특별시 용산구 문배동 17-1,지오베르크,공동주택(아파트),14078.04,42,37.5374393,126.9673618
서울특별시 용산구 문배동 24-21,용산아크로타워,"공동주택(아파트,오피스텔,제2종근린생활시설)",30764.42,0,37.5367533,126.9685517
서울특별시 용산구 문배동 24-4,용산큐브,"아파트(도시형생활주택),업무시설(오피스텔)",7377.02,166,37.5371338,126.968361
서울특별시 용산구 문배동 24-6,용산씨제이나인파크,"아파트,오피스텔,근린생활시설",43885.22,0,37.5360841,126.9691709
서울특별시 용산구 문배동 24-8,프라임펠리스,"아파트(도시형생활주택),오피스텔",7530.46,104,37.5367051,126.9695385
서울특별시 용산구 문배동 3-3,이안용산프리미어,"공동주택,업무시설,제1.2종근린생활시설",55938.12,0,37.53861310000001,126.9703323
서울특별시 용산구 문배동 40-19,삼라마이다스빌,"공동주택,업무시설",16331.57,0,37.5383459,126.969048
서울특별시 용산구 문배동 40-31,리첸시아 용산B,"아파트,오피스텔,근린생활시설,운동시설",31143.52,76,37.537904,126.9679831
서울특별시 용산구 문배동 7-6,이안 용산1차,"공동주택(아파트),오피스텔",14067.45,0,37.5380657,126.969827
서울특별시 용산구 문배동 8-5,용산 더힐 센트럴파크뷰,업무시설,2722.0,57,37.5382105,126.9705271
서울특별시 용산구 문배동 8-5,용산 더힐 센트럴파크뷰,업무시설,3732.33,76,37.5382105,126.9705271
서울특별시 용산구 서계동 219-17,서울역풍림아이원플러스,업무시설(오피스텔),11709.75,210,37.5549352,126.9684545
서울특별시 용산구 용문동 10-4,제이엘레지던스,업무시설(오피스텔),4297.916,0,37.536717,126.9612033
서울특별시 용산구 용산동5가 24-0,파크타워,공동주택(아파트)외23,185285.38,150,37.5242741,126.9706849
서울특별시 용산구 원효로1가 112-4,디아뜨 센트럴,업무시설,14906.1,0,37.540962,126.970338
서울특별시 용산구 원효로1가 119-13,오피스텔 채원,업무시설,2019.28,50,37.53915140000001,126.9698358
서울특별시 용산구 원효로1가 120-20,용산1차휴먼타운,오피스텔/도시형생활주택(단지형다세대),3291.0,48,37.5389943,126.9696514
서울특별시 용산구 원효로1가 120-22,용산2차휴먼타운,"오피스텔, 다세대주택",2322.36,42,37.5388649,126.9694925
서울특별시 용산구 원효로1가 28-10,하람 휴,업무시설,2419.52,52,37.5389543,126.9671212
서울특별시 용산구 원효로1가 28-7,시온캐슬용산,공동주택외3,4644.62,51,37.5392422,126.9673383
서울특별시 용산구 원효로1가 46-3,용산파크뷰,"공동주택,업무시설,근린생활시설",4591.09,34,37.540188,126.968566
서울특별시 용산구 원효로1가 46-5,용산투웨니퍼스트99,업무시설외1,5954.29,105,37.5400652,126.9683444
서울특별시 용산구 원효로2가 25-0,에르모소 용산,업무시설외1,2981.73,60,37.53677649999999,126.9635461
서울특별시 용산구 원효로2가 3-12,용산 센트럴포레,업무시설외3,2685.41,39,37.5371438,126.9651499
서울특별시 용산구 원효로2가 3-12,용산 센트럴포레,업무시설외1,2048.23,36,37.5371438,126.9651499
서울특별시 용산구 원효로2가 92-2,씨모어,업무시설외3,7700.46,79,37.53486580000001,126.9611122
서울특별시 용산구 원효로3가 130-1,용산파크뷰II,업무시설외1,3600.0,109,37.5337674,126.9571355
서울특별시 용산구 원효로3가 277-13,용산 클라우드 나인 오피스텔,업무시설외1,4477.35,124,37.5328184,126.9556785
서울특별시 용산구 원효로3가 277-36,아인하우스,"업무시설,다세대주택(도시형생활주택), 근린생활시설",2219.73,36,37.5326025,126.9551901
서울특별시 용산구 원효로3가 277-8,용산 소미 글로벌리버파크,공동주택외2,3965.09,28,37.532981,126.9560109
서울특별시 용산구 원효로3가 43-1,금강프라임 타워,업무시설외2,2239.34,29,37.5348073,126.9596768
서울특별시 용산구 원효로3가 51-37,e테크밸리,"업무시설,근린생활시설",11862.5,0,37.5332903,126.9576734
서울특별시 용산구 이태원동 130-11,한남파크뷰,"오피스텔,다세대주택,근린생활시설",1604.93,19,37.5335427,126.9937295
서울특별시 용산구 청파동1가 183-0,용산 큐브스테이트,업무시설외2,2277.91,72,37.5472315,126.9698348
서울특별시 용산구 청파동3가 80-6,용산 다올 노블리움,업무시설(오피스텔182호)외 1,6644.09,184,37.5419075,126.9703695
서울특별시 용산구 한강로1가 50-1,용산파크자이,"공동주택(아파트),업무시설(오피스텔)",148969.29,0,37.5366258,126.9726624
서울특별시 용산구 한강로1가 64-0,대우 월드마크 용산,아파트외3,75703.452,220,37.5371752,126.9729851
서울특별시 용산구 한강로2가 2-11,한강로 대우아이빌,"업무시설(오피스텔),아파트",20922.94,0,37.5315577,126.9690797
서울특별시 용산구 한강로2가 2-36,한강현대하이엘,업무시설(오피스텔),16494.4,0,37.5304833,126.9680407
서울특별시 용산구 한강로2가 2-37,용산 토투벨리,"판매시설, 근린생활시설,업무시설",17619.33,568,37.5302135,126.9677883
서울특별시 용산구 한강로2가 2-8,한강로벽산메가트리움,"업무시설,공동주택,근린생활시설,운동시설",93696.33,749,37.5321919,126.9697635
서울특별시 용산구 한강로2가 312-4,대우디오빌한강로오피스텔,업무시설(오피스텔),12060.13,208,37.5302921,126.9684728
서울특별시 용산구 한강로2가 314-1,용성비즈텔,"업무시설,근린생활시설,판매시설",16459.64,0,37.5299844,126.9681766
서울특별시 용산구 한강로2가 419-0,아스테리움 용산,"아파트,업무시설(오피스텔,사무소)근린생활시설",89465.49,256,37.5276159,126.9688567
서울특별시 용산구 한강로2가 420-0,용산푸르지오써밋,"업무시설,공동주택,판매시설",151027.6029,816,37.527275,126.9652809
서울특별시 용산구 한강로2가 422-0,래미안 용산 더 센트럴,"업무시설,판매시설,공동주택,제2종근린생활시설,제1종근린생활시설",205876.98,997,37.5291079,126.9669814
서울특별시 용산구 한강로3가 16-48,한강로3가 16-48 문화및집회시설 (한국마사회),마권장외발매소,18212.69,0,37.532256,126.9571971
서울특별시 용산구 한강로3가 16-49,삼구빌딩,"업무시설,근린생활시설,방송통신시설",35506.04,0,37.5318317,126.9562188
서울특별시 용산구 한강로3가 16-58,용산전자오피스텔,"업무시설, 근린생활시설, 운동시설",16190.35,0,37.5320784,126.9568771
서울특별시 용산구 한강로3가 16-85,지에스 한강에클라트,업무시설(오피스텔) 외5건,35378.42,200,37.5315337,126.9555999
서울특별시 용산구 한강로3가 63-387,용산 시티파크,"공동주택(아파트),업무시설,운동시설",70638.18,0,37.5261582,126.9698833
서울특별시 용산구 한강로3가 65-155,디케이밸리뷰용산,업무시설외3,6201.6,92,37.52510729999999,126.9643614
서울특별시 용산구 한강로3가 65-230,한강대우트럼프월드3,"공동주택(아파트),업무시설(오피스텔)",52741.87,0,37.5231424,126.9629534
서울특별시 용산구 한남동 143-0,한강오피스텔,업무시설,1613.99,0,37.531122,127.008973
서울특별시 용산구 한남동 257-1,디에스오피스텔,업무시설(오피스텔),768.61,0,37.5332909,127.0088675
서울특별시 용산구 한남동 274-1,로얄사르망,"업무시설(오피스텔),근린생활시설",2900.41,0,37.534418,127.0093544
서울특별시 용산구 한남동 550-0,한남동 하이페리온Ⅱ,"공동주택,업무시설",11621.03,0,37.5284287,127.0059252
서울특별시 용산구 한남동 72-1,한남동 리첸시아,"공동주택,업무시설",44414.27,44,37.5344703,127.0078999
서울특별시 용산구 한남동 72-17,언고오피스텔,오피스텔외2,2089.05,35,37.5339739,127.0079271
서울특별시 용산구 한남동 725-23,한남오피스텔,주차장,470.0,0,37.5378981,127.0040969
서울특별시 은평구 갈현동 325-8,초원그린빌,"업무시설(오피스텔),공동주택(다세대주택)",994.59,9,37.6165338,126.9077096
서울특별시 은평구 갈현동 456-14,씨케이  리츠빌,업무시설(오피스텔),465.16,0,37.6182559,126.9193278
서울특별시 은평구 갈현동 468-4,플라잉캐슬,"공동주택(아파트),업무시설(오피스텔)",2840.35,10,37.6124356,126.9161272
서울특별시 은평구 갈현동 468-5,베로니스,"공동주택(아파트),업무시설(오피스텔),근린생활시설",5369.12,16,37.6126276,126.916136
서울특별시 은평구 구산동 1-9,플러스빌,"다세대주택, 제2종근린생활시설,업무시설",984.58,0,37.6108418,126.9165926
서울특별시 은평구 구산동 2-16,플러스빌,"다세대주택, 제2종근린생활시설,업무시설",503.51,0,37.611121,126.9155221
서울특별시 은평구 구산동 2-17,태경쉐르빌,"다세대주택,업무시설,제2종근린생활시설",437.8,0,37.6110301,126.9154714
서울특별시 은평구 구산동 2-3,보성리엔빌,"다세대주택(도시형생활주택/원룸형), 업무시설",547.35,4,37.611564,126.9157732
서울특별시 은평구 구산동 2-33,명진하이빌,"공동주택(다세대주택),업무시설(오피스텔:5호),근린생활시설",767.44,6,37.611349,126.9159983
서울특별시 은평구 구산동 2-5,보성리엔빌,"다세대주택,오피스텔",447.76,2,37.6113538,126.9158265
서울특별시 은평구 구산동 2-8,구산아이빌,"공동주택(다세대주택),업무시설(오피스텔),근린생활시설",496.96,4,37.6111617,126.9157206
서울특별시 은평구 구산동 2-9,구산아이빌,"공동주택(다세대주택),업무시설(오피스텔),근린생활시설",498.26,4,37.6111085,126.9158752
서울특별시 은평구 구산동 3-11,금강블루,"다세대주택(도시형생활주택/원룸형 8세대), 업무시설(오피스텔 4호)",643.71,4,37.6114928,126.9154849
서울특별시 은평구 구산동 321-28,벨뷰아파트,"공동주택(아파트),업무시설(오피스텔),근린생활시설",2536.31,5,37.6159408,126.9074681
서울특별시 은평구 구산동 3-24,힐튼렉스빌,업무시설 및 다세대주택,491.42,4,37.6114986,126.9149377
서울특별시 은평구 구산동 3-3,뉴아름빌,"다세대주택(도시형생활주택/원룸형),업무시설(오피스텔)",714.74,4,37.6117537,126.9154591
서울특별시 은평구 구산동 3-30,해창워너스,다세대주택 및 업무시설,500.42,2,37.61111289999999,126.9152863
서울특별시 은평구 구산동 3-50,두진아이브,"다세대주택(도시형생활주택/단지형다세대),업무시설(오피스텔),제2종근린생활시설",650.11,6,37.6118897,126.9155287
서울특별시 은평구 구산동 3-8,워너빌,"공동주택(다세대주택),업무시설(오피스텔),제2종근린생활시설",670.44,6,37.6116946,126.9152712
서울특별시 은평구 녹번동 144-100,스카이 타워,"업무시설(오피스텔),근린생활시설",1296.57,38,37.6069732,126.9235269
서울특별시 은평구 녹번동 144-28,금강블루,업무시설(오피스텔) 및 다세대주택,396.45,2,37.606889,126.9240274
서울특별시 은평구 녹번동 144-29,동명홈타운,공동주택(업무시설 및 다세대주택),392.05,2,37.606796,126.9240917
서울특별시 은평구 녹번동 144-33,라임하우스,"공동주택(다세대주택), 업무시설(오피스텔)",483.52,2,37.6067612,126.9237447
서울특별시 은평구 녹번동 144-35,양지스카이뷰,"공동주택(다세대주택),업무시설(오피스텔),근린생활시설",511.0,3,37.6066219,126.9236707
서울특별시 은평구 녹번동 144-43,에스클래스,"업무시설(오피스텔),근린생활시설",2099.43,44,37.6066083,126.9234298
서울특별시 은평구 녹번동 144-48,N겔러리아,"다세대주택(도시형생활주택/단지형다세대),업무시설(오피스텔),근린생활시설",637.67,7,37.6063405,126.9234227
서울특별시 은평구 녹번동 144-49,타미라피네,"공동주택(다세대주택),업무시설(오피스텔),근린생활시설",1299.69,9,37.6062422,126.9234877
서울특별시 은평구 녹번동 144-69,한경S타워,"업무시설(오피스텔), 공동주택(다세대주택), 근린생활시설",2438.14,16,37.6062243,126.9233017
서울특별시 은평구 녹번동 160-18,아임시티,"공동주택(다세대주택),업무시설(오피스텔),근린생활시설",1543.1,26,37.6019903,126.9228841
서울특별시 은평구 녹번동 176-22,유일아트리움,"공동주택(아파트), 업무시설(오피스텔)",2840.2,3,37.6023906,126.922222
서울특별시 은평구 녹번동 176-3,대경아르체,"공동주택(다세대주택),업무시설(오피스텔)",1250.48,12,37.6023592,126.9219529
서울특별시 은평구 녹번동 176-4,마하나임,"공동주택(다세대주택), 업무시설(오피스텔)",1525.04,32,37.6022383,126.9218546
서울특별시 은평구 녹번동 176-6,로하스 오피스텔,"업무시설(제1종,제2종근린생활시설)",2021.0,36,37.6022003,126.9221963
서울특별시 은평구 녹번동 19-121,은평 미드스퀘어,"판매시설, 의료시설, 업무시설(오피스텔), 근린생활시설",14444.3,192,37.6034758,126.9353357
서울특별시 은평구 녹번동 27-7,오피스텔수안,"업무시설(오피스텔),다세대주택(도시형생활주택/단지형다세대),근린생활시설",2884.97,60,37.6062913,126.9331795
서울특별시 은평구 녹번동 35-21,녹번동메카오피스텔,근린생활시설및업무시설(오피스텔),5406.26,164,37.6034442,126.934569
서울특별시 은평구 녹번동 35-75,녹번동오피스텔,업무시설,2289.25,36,37.6031835,126.9346576
서울특별시 은평구 녹번동 80-8,에스엠벨리체,"공동주택(다세대주택),업무시설(오피스텔),근린생활시설",1566.24,19,37.6058954,126.9237446
서울특별시 은평구 녹번동 81-17,CS아르체,"다세대주택(도시형생활주택/단지형다세대),업무시설(오피스텔),근린생활시설",2832.64,27,37.603756,126.9254823
서울특별시 은평구 녹번동 83-11,펠리체,업무시설(오피스텔) 및 공동주택(다세대주택),416.29,2,37.6028082,126.9279278
서울특별시 은평구 녹번동 83-11,펠리체,업무시설(오피스텔) 및 공동주택(다세대주택),1480.86,11,37.6028082,126.9279278
서울특별시 은평구 녹번동 83-16,경원파발리안,"아파트,제1종근린생활시설,오피스텔",2610.98,4,37.602501,126.927825
서울특별시 은평구 녹번동 83-18,굿모닝기룡아파트,업무시설(오피스텔) 및 아파트,1129.9,0,37.602852,126.9271599
서울특별시 은평구 녹번동 83-22,鳳巖(봉암)빌딩,근린생활시설 및 업무시설,1852.41,22,37.6027119,126.9269254
서울특별시 은평구 녹번동 83-50,세민빌딩,근린생활시설/업무시설(오피스텔),1386.72,28,37.6031487,126.9272428
